genre,level,title,time
Drama,PG (for thematic elements and some language),Hidden Figures,6-Jan-17
Documentary,"PG-13 (for disturbing violent images, thematic material, language and brief nudity.)",I Am Not Your Negro,3-Feb-17
ComedyDrama,"R (for violence, language throughout, and some sexual references)","Three Billboards Outside Ebbing, Missouri",1-Dec-17
Action & AdventureDramaScience Fiction & Fantasy,"PG-13 (for sequences of sci-fi violence and action, thematic elements, and some disturbing images)",War for the Planet of the Apes,14-Jul-17
Action & AdventureDramaScience Fiction & Fantasy,"PG-13 (for sci-fi action violence, some language and brief suggestive comments)",Spider-Man: Homecoming,7-Jul-17
Drama,"R (for language throughout, disturbing behavior, sexual references and some drug material)",The Florida Project,6-Oct-17
Action & AdventureDrama,R (for violence and language throughout.),Baby Driver,28-Jun-17
DramaScience Fiction & FantasyRomance,"R (for sexual content, graphic nudity, violence and language)",The Shape of Water,22-Dec-17
Action & AdventureDramaScience Fiction & Fantasy,"PG-13 (for intense sequences of sci-fi violence and action, and brief suggestive material)",Thor: Ragnarok,3-Nov-17
Action & AdventureDramaScience Fiction & Fantasy,"R (for strong brutal violence and language throughout, and for brief nudity)",Logan,3-Mar-17
Action & AdventureDramaScience Fiction & Fantasy,PG-13 (for sequences of sci-fi action and violence),Star Wars: The Last Jedi,15-Dec-17
ComedyRomance,R (for language including some sexual references),The Big Sick,14-Jul-17
Action & AdventureDrama,PG-13 (for intense war experience and some language),Dunkirk,21-Jul-17
Action & AdventureDramaScience Fiction & Fantasy,"PG-13 (for sequences of violence and action, and some suggestive content)",Wonder Woman,2-Jun-17
Action & AdventureAnimationComedyKids & Family,PG (for thematic elements),Coco,22-Nov-17
Kids & FamilyScience Fiction & FantasyRomance,PG (for mild thematic elements),Cinderella,13-Mar-15
Action & AdventureDrama,"PG (for thematic elements involving perilous situations, and for some nudity, language, brief drug references and smoking)",The Walk,9-Oct-15
AnimationDrama,PG (for thematic elements and smoking),When Marnie Was There,22-May-15
Drama,PG-13 (for a brief unsettling image),The Lady In The Van,4-Dec-15
DramaMystery & Suspense,NR,Breathe,11-Sep-15
Drama,"R (for language throughout, sexual references and some violence)",Mommy,23-Jan-15
Documentary,"R (for violent disturbing images, language, drug content and brief sexual material)",Cartel Land,29-Mar-16
Comedy,NR,Güeros,20-May-15
Documentary,G,Disneynature Monkey Kingdom,15-Sep-15
ComedyDrama,"R (for languge, drug content, sexuality/nudity, and some violence- all involving teens)",Dope,4-Sep-15
DocumentarySpecial Interest,"PG (for thematic elements, some language, smoking, and a brief nude image)",Sunshine Superman,22-May-15
Action & AdventureComedyMystery & SuspenseScience Fiction & Fantasy,PG-13 (for sci-fi action violence),Ant-Man,17-Jul-15
Documentary,NR,The Black Panthers: Vanguard Of The Revolution,2-Sep-15
Action & AdventureHorrorWestern,NR,Bone Tomahawk,23-Oct-15
Documentary,NR,Peggy Guggenheim: Art Addict,6-Nov-15
Documentary,NR,The Pearl Button (El botón de nácar),23-Oct-15
AnimationKids & Family,G,The Peanuts Movie,6-Nov-15
Drama,"R (for drug use, some sexuality/nudity, and language.)",James White,13-Nov-15
AnimationArt House & International,PG (for thematic material and images),Boy and the World (O Menino e o Mundo),11-Dec-15
Drama,R (for language),Mississippi Grind,25-Sep-15
Documentary,"PG-13 (for disturbing thematic material involving sexual assault, and for language)",The Hunting Ground,27-Feb-15
Comedy,"R (for strong sexual content, nudity, language and some drug use)",Trainwreck,17-Jul-15
Art House & InternationalDocumentary,NR,Janis: Little Girl Blue,27-Nov-15
DramaMystery & Suspense,NR,Queen of Earth,26-Aug-15
Art House & InternationalDramaMystery & Suspense,"PG (for thematic elements, some disturbing images and incidental smoking)",Mr. Holmes,17-Jul-15
ComedyDramaRomance,"PG-13 (for sexual material, drug use and brief strong language)",I'll See You in My Dreams,15-May-15
DramaMystery & Suspense,NR,Man from Reno,27-Mar-15
Horror,NR,We Are Still Here,5-Jun-15
Drama,R (for language and brief graphic nudity),Clouds of Sils Maria,10-Apr-15
Documentary,NR,Welcome To Leith,9-Sep-15
DocumentarySports & Fitness,PG (for thematic material and language),Red Army,23-Jan-15
Drama,R (for language including some sexual references),The End Of The Tour,31-Jul-15
Action & AdventureMystery & Suspense,R (for violence and brief language),Slow West,15-May-15
DramaMusical & Performing Arts,"R (for language throughout, strong sexuality/nudity, violence, and drug use)",Straight Outta Compton,14-Aug-15
Drama,NR,Beasts of No Nation,16-Oct-15
ComedyDramaScience Fiction & Fantasy,NR,The Forbidden Room,7-Oct-15
Art House & InternationalDrama,NR,The Wonders,30-Oct-15
DocumentarySpecial Interest,"PG-13 (for thematic material involving disturbing images of violence and human suffereing, and for nudity)",The Salt of the Earth,27-Mar-15
Action & AdventureDrama,R (for language and some violence),A Most Violent Year,30-Jan-15
DramaRomance,NR,The Duke Of Burgundy,23-Jan-15
Documentary,NR,In Jackson Heights,6-Nov-15
Drama,R (for language),Steve Jobs,23-Oct-15
Comedy,NR,Appropriate Behavior,16-Jan-15
DramaMusical & Performing Arts,"PG-13 (for thematic elements, drug content and language)",Love & Mercy,5-Jun-15
DocumentaryMusical & Performing Arts,"PG (for language, thematic elements and smoking images)",The Wrecking Crew,16-Jun-15
Documentary,R (for sexual content/nudity and language),Best Of Enemies,31-Jul-15
Documentary,NR,Going Clear: Scientology and the Prison of Belief,6-Oct-15
Comedy,R (for language and some drug use),Grandma,21-Aug-15
DramaMystery & Suspense,"R (for language including some sexual references, and a brief violent image)",99 Homes,25-Sep-15
Drama,NR,Girlhood,30-Jan-15
Mystery & Suspense,R (for language),The Gift,7-Aug-15
Documentary,NR,Sherpa,2-Oct-15
Documentary,NR,Heart of a Dog,21-Oct-15
Action & AdventureDrama,NR,Theeb,6-Nov-15
Documentary,R (for language),Finders Keepers,25-Sep-15
Documentary,NR,Listen To Me Marlon,29-Jul-15
Documentary,NR,Jafar Panahi's Taxi,2-Oct-15
Drama,NR,Court,15-Jul-15
ComedyDramaMystery & Suspense,"R (for violence, language and brief sexuality)",Wild Tales,20-Feb-15
Documentary,NR,Ingrid Bergman in Her Own Words (Jag är Ingrid),13-Nov-15
Drama,"R (for strong sexual content including dialogue, graphic nudity, drug use, language and drinking- all involving teens)",The Diary Of A Teenage Girl,7-Aug-15
Action & AdventureDrama,"PG-13 (for strong violence, disturbing images, and language throughout)",'71,27-Feb-15
Drama,R (for some language and brief drug use),The Second Mother (Que Horas Ela Volta?),28-Aug-15
Documentary,PG-13 (for suggestive material and violent images),Hitchcock/Truffaut,2-Dec-15
Drama,R (for pervasive language and some sexuality/nudity),The Big Short,23-Dec-15
Art House & InternationalDocumentary,PG-13 (for thematic material involving disturbing graphic descriptions of atrocities and inhumanity),The Look of Silence,17-Jul-15
Documentary,NR,Kurt Cobain: Montage Of Heck,24-Apr-15
Art House & InternationalDramaKids & Family,NR,About Elly,8-Apr-15
Documentary,NR,"3 And 1/2 Minutes, 10 Bullets",19-Jun-15
Documentary,PG-13 (for some strong language),Iris,25-Aug-15
ComedyDrama,R,Tangerine,10-Jul-15
DramaMystery & SuspenseScience Fiction & Fantasy,"R (for graphic nudity, language, sexual references and some violence)",Ex Machina,24-Apr-15
Action & AdventureDramaMystery & Suspense,"R (for strong violence, grisly images, and language)",Sicario,2-Oct-15
AnimationComedyDrama,"R (for strong sexual content, graphic nudity and language)",Anomalisa,30-Dec-15
Documentary,PG (for some mild thematic elements),Seymour: An Introduction,3-Nov-15
Art House & InternationalDrama,PG-13 (for some violence and thematic elements),Timbuktu,28-Jan-15
DramaMystery & Suspense,PG-13 (for some violence and brief strong language),Bridge of Spies,16-Oct-15
Drama,"PG-13 (for mature thematic material, sexual content and a rude gesture)",Mustang,20-Nov-15
Art House & InternationalDrama,PG-13 (for some thematic elements and brief suggestive material),Phoenix,24-Jul-15
Art House & InternationalDrama,NR,GETT: The Trial of Viviane Amsalem,13-Feb-15
ComedyDrama,"R (for bloody violent content, some sexual material and language)",What We Do In The Shadows,13-Feb-15
ComedyKids & Family,PG (for mild action and rude humor),Paddington,16-Jan-15
Art House & InternationalDocumentaryMusical & Performing ArtsSpecial Interest,R (for language and drug material),Amy,1-Dec-15
Drama,"R (for disturbing violent content, and some graphic nudity)",Son of Saul,18-Dec-15
Comedy,"R (for language throughout, violence, and some sexual content including brief graphic nudity)",Spy,5-Jun-15
Drama,R (for language and brief sexuality),45 Years,23-Dec-15
Drama,R (for language),Room,16-Oct-15
Action & Adventure,"PG-13 (for sequences of action and violence, and brief partial nudity)",Mission: Impossible Rogue Nation,31-Jul-15
Science Fiction & Fantasy,"PG-13 (for some strong language, injury images, and brief nudity)",The Martian,2-Oct-15
AnimationComedy,PG (for rude humor),Shaun the Sheep Movie,5-Aug-15
DramaRomance,R (for a scene of sexuality/nudity and brief language),Carol,20-Nov-15
Horror,"R (for disturbing violent and sexual content including graphic nudity, and language)",It Follows,3-Apr-15
Drama,"PG-13 (for violence, language and some sensuality)",Creed,25-Nov-15
Drama,PG-13 (for a scene of sexuality and brief strong language),Brooklyn,4-Nov-15
Action & AdventureScience Fiction & Fantasy,PG-13 (for sci-fi action violence),Star Wars: Episode VII - The Force Awakens,18-Dec-15
Drama,"PG-13 (for disturbing thematic material including violence, a suggestive moment, and brief strong language)",Selma,9-Jan-15
DramaMystery & Suspense,R (for some language including sexual references),Spotlight,6-Nov-15
AnimationKids & Family,PG (for mild thematic elements and some action),Inside Out,19-Jun-15
Documentary,NR,Into the Inferno,28-Oct-16
Art House & InternationalDrama,NR,Sieranevada,
Art House & InternationalDrama,NR,Mountains May Depart (Shan he gu ren),12-Feb-16
Animation,PG (for martial arts action and some mild rude humor),Kung Fu Panda 3,29-Jan-16
DramaMystery & Suspense,NR,I Am Not a Serial Killer,26-Aug-16
Art House & InternationalDrama,NR,The Measure of a Man (La loi du marché),15-Apr-16
Art House & InternationalComedyDrama,"PG-13 (for thematic content, some disturbing images, and language)",A Man Called Ove (En man som heter Ove),30-Sep-16
Drama,NR,"Right Now, Wrong Then",24-Jun-16
Art House & InternationalMystery & Suspense,R (for language and some sexuality/nudity),Demon,9-Sep-16
Drama,R (for language and some war related images),A War (Krigen),12-Feb-16
Drama,NR,Creepy (Kuripi: Itsuwari no rinjin),21-Oct-16
Documentary,NR,The Last Man On The Moon,26-Feb-16
AnimationArt House & InternationalDramaSpecial Interest,PG-13 (for mature thematic material including sexual situations and images),Miss Hokusai (Sarusuberi: Miss Hokusai),14-Oct-16
Drama,PG-13 (for thematic material and some sensuality),Lion,25-Nov-16
ComedyDramaMusical & Performing Arts,PG-13 (for brief suggestive material),Florence Foster Jenkins,12-Aug-16
Comedy,"R (for language throughout, sexual content, drug use and some nudity)",Everybody Wants Some!!,8-Apr-16
Documentary,NR,Command and Control,14-Sep-16
Action & AdventureDrama,R (for intense prolonged realistically graphic sequences of war violence including grisly bloody images),Hacksaw Ridge,4-Nov-16
AnimationScience Fiction & Fantasy,PG (for mild thematic elements),The Little Prince,5-Aug-16
HorrorMystery & Suspense,"R (for terror, violence, disturbing content, and language including sexual references)",Don't Breathe,26-Aug-16
Action & AdventureDramaScience Fiction & Fantasy,PG-13 (for sequences of sci-fi action and violence),Star Trek Beyond,22-Jul-16
Art House & InternationalDramaMystery & SuspenseSpecial Interest,"R (for graphic nudity, some strong sexual content, language and brief drug use)",A Bigger Splash,4-May-16
Documentary,"PG (for thematic elements, and language including a suggestive reference)","Life, Animated",11-Oct-16
Kids & Family,"PG (for action, peril and brief language)",Pete's Dragon,12-Aug-16
Action & AdventureComedyScience Fiction & Fantasy,"R (for strong violence and language throughout, sexual content and graphic nudity)",Deadpool,12-Feb-16
Art House & InternationalDocumentary,NR,Fire at Sea (Fuocoammare),21-Oct-16
Documentary,NR,Nuts!,22-Jun-16
Documentary,G,The Eagle Huntress,7-Feb-17
ComedyCult MoviesDramaScience Fiction & Fantasy,"R (for sexual content including dialogue, and some violence)",The Lobster,13-May-16
Action & AdventureAnimationComedy,"PG (for action/peril including gunplay, some thematic elements and rude humor)",April and the Extraordinary World (Avril et le monde truqué),25-Mar-16
Documentary,R (for drug content and language),Gimme Danger,28-Oct-16
DramaRomance,"PG-13 (for brief strong language, smoking, a violent image and a drug reference)",Southside With You,26-Aug-16
Documentary,R (for language),Tickled,
Documentary,PG-13 (for brief strong language and some thematic elements),"Lo and Behold, Reveries of the Connected World",19-Aug-16
Drama,R (for some language),Certain Women,14-Oct-16
Drama,PG (for thematic elements and brief language),Our Little Sister (Umimachi Diary),8-Jul-16
Documentary,R (for language),Gleason,1-Nov-16
Drama,"R (for language, substance abuse and some sexual content)",Krisha,18-Mar-16
Action & AdventureArt House & InternationalHorrorMystery & Suspense,NR,Train to Busan (Busanhaeng),22-Jul-16
Art House & International,NR,Cemetery of Splendor,4-Mar-16
Drama,R (for sexuality/nudity and some language),Neruda,16-Dec-16
DocumentaryDrama,PG (for some mild thematic elements and language),Dark Horse,6-May-16
Drama,R (for language and brief graphic nudity),Rams (Hrútar),3-Feb-16
Documentary,"R (for violent images, graphic nudity, sexual content and some language)",De Palma,
Drama,"R (for brief graphic nudity and sexual content, and a scene of drug use)",Marguerite,11-Mar-16
Horror,"R (for strong brutal graphic violence, gory images, language and some drug content)",Green Room,29-Apr-16
DramaHorrorMystery & Suspense,NR,The Love Witch,11-Nov-16
Drama,"PG-13 (for disturbing thematic material including sexual assault, and for some bloody images and brief suggestive content.)",The Innocents (Les innocentes),1-Jul-16
Art House & InternationalDrama,"R (for language throughout, and drug use)",The Dark Horse,1-Apr-16
Action & AdventureArt House & InternationalComedyDrama,NR,Aferim!,22-Jan-16
Action & AdventureDrama,PG-13 (for some peril and brief strong language),Sully,9-Sep-16
Documentary,"R (for disturbing content involving drugs and alcohol, sexual references and language)",Almost Holy (Crocodile Gennadiy),20-May-16
Documentary,NR,The Beatles: Eight Days a Week - The Touring Years,16-Sep-16
Action & AdventureAnimationArt House & International,PG (for some peril and mild language),Long Way North (Tout en haut du monde),30-Sep-16
Comedy,PG-13 (for some suggestive content and smoking),"Hail, Caesar!",5-Feb-16
DramaKids & Family,"PG (for thematic elements, an accident scene and some suggestive material)",Queen of Katwe,30-Sep-16
Drama,PG-13 (for thematic elements),Loving,4-Nov-16
Action & AdventureDramaScience Fiction & Fantasy,PG-13 (for extended sequences of sci-fi violence and action),Rogue One: A Star Wars Story,16-Dec-16
Art House & InternationalDramaMystery & Suspense,"R (for violence involving sexual assault, disturbing sexual content, some grisly images, brief graphic nudity, and language)",Elle,11-Nov-16
Documentary,NR,13th,7-Oct-16
Drama,R (for brief strong violence and some language),Jackie,2-Dec-16
Drama,NR,The Fits,3-Jun-16
Art House & InternationalDrama,NR,Aquarius,14-Oct-16
Art House & InternationalDrama,NR,Fireworks Wednesday (Chaharshanbe-soori),16-Mar-16
Action & AdventureDrama,NR,The Age of Shadows,23-Sep-16
Drama,"PG (for thematic elements, smoking and some language)",Little Men,5-Aug-16
Action & AdventureArt House & International,NR,Embrace Of The Serpent (El Abrazo De La Serpiente),17-Feb-16
Documentary,NR,O.J.: Made in America,20-May-16
ComedyDrama,"R (for sexual content, language and some drinking - all involving teens)",The Edge of Seventeen,18-Nov-16
Art House & InternationalDramaMystery & Suspense,NR,The Wailing (Goksung),3-Jun-16
Art House & InternationalDrama,"R (for strong sexual conetnt, graphic nudity, language and brief drug use)",Toni Erdmann,25-Dec-16
